CustomerID,Region,Segment,RFM_Segment,Contract,Tenure Months,Monthly Charges,MonthlyProfit,CLV,Churn Value,ChurnProbability
8808-MXRBX,Central California,Gold,At Risk,Month-to-month,2,62.12,19.43,154.82,1,0.5823184722390586
1450-GOXEN,Central California,Silver,Loyal,One year,66,62.79,11.1,248.82,1,0.0227248058065516
2013-IGLSS,Central California,Platinum,Need Attention,Two year,48,72.81,19.63,685.48,0,0.0077363496265985
7044-AUQBY,South California,Gold,At Risk,Month-to-month,4,82.11,27.98,146.39,1,0.9283596664749436
7896-RMUIS,South California,Gold,Need Attention,Month-to-month,24,52.59,16.23,153.86,0,0.4387846206643662
6491-PUECO,Central California,Silver,Need Attention,Two year,58,67.81,8.63,297.63,0,0.0144144924090286
8264-GOYQC,Central California,Gold,At Risk,Month-to-month,18,57.93,10.27,65.56,1,0.6692852777856817
8909-ZSPPQ,Central California,Gold,At Risk,Month-to-month,5,75.96,29.32,163.96,1,0.8390449037006891
4023-QNUVS,North California,Silver,Need Attention,Month-to-month,62,66.47,10.76,100.46,1,0.3525644865678941
9959-LTIUG,Central California,Bronze,At Risk,Month-to-month,0,18.25,-6.41,0.0,0,0.6242483180813285
7294-ATHGI,North California,Standard,Need Attention,Two year,63,21.37,-5.87,0.0,0,0.0075600512560297
4814-DODOJ,South California,Gold,At Risk,Two year,5,91.61,7.34,254.73,0,0.0995545103520283
6374-DZAWJ,Central California,Silver,Loyal,Month-to-month,70,62.26,24.37,283.67,0,0.0873186102023983
8449-PVOUR,South California,Silver,Loyal,Two year,60,84.13,9.88,345.01,0,0.0178701478228935
7112-OGWWS,South California,Silver,Need Attention,Month-to-month,44,70.42,18.71,138.3,0,0.5838716611552703
3517-KSECK,Central California,Silver,Loyal,Two year,56,80.87,12.57,438.94,0,0.0219867043866332
5924-XIFSW,South California,Silver,Loyal,Month-to-month,56,80.24,38.88,315.39,1,0.5514759383135532
8696-QAQCU,Central California,Gold,At Risk,One year,9,82.27,32.6,589.93,0,0.2908138483123956
9328-PGHTT,North California,Silver,Loyal,Month-to-month,56,75.3,22.86,164.04,0,0.5302488743057172
8312-CTYAL,North California,Standard,At Risk,Two year,40,20.06,-3.26,0.0,0,0.0321508736704926
7618-NZRJQ,North California,Silver,Loyal,One year,63,75.07,16.6,376.89,0,0.0860635028139919
7391-UHXZF,South California,Standard,Need Attention,Two year,56,18.3,-14.77,0.0,0,0.008667022290439
2874-KHEES,Central California,Gold,At Risk,One year,12,88.53,16.04,262.54,0,0.4420542269048401
9595-COHGO,North California,Standard,Need Attention,Two year,61,24.38,-1.4,0.0,0,0.0187959678056616
2210-CWLBW,Central California,Gold,At Risk,One year,5,86.1,33.86,607.85,0,0.3784922725473281
6788-TPMUI,North California,Gold,At Risk,One year,8,68.27,18.02,331.28,0,0.4210773594997046
7135-WVOAA,South California,Bronze,At Risk,One year,5,21.15,-1.97,0.0,0,0.2231055545793807
4872-RCKKL,South California,Gold,At Risk,Month-to-month,6,62.26,20.3,142.75,0,0.7718757806488505
6046-HPLYI,North California,Silver,Loyal,Month-to-month,58,92.73,36.38,352.74,1,0.3976743732999433
9294-ZIKSL,South California,Standard,Need Attention,Two year,56,57.46,-0.95,0.0,0,0.0254533861845855
7413-GYSCG,Central California,Gold,At Risk,Month-to-month,22,80.72,27.83,147.61,1,0.7953797993145487
6553-HKQJX,North California,Gold,At Risk,Month-to-month,9,55.67,23.5,187.25,1,0.6920983201891125
6556-KHHAC,South California,Silver,Loyal,Month-to-month,68,76.64,26.85,219.74,0,0.4935297969097145
7999-TCOIS,North California,Gold,At Risk,One year,5,76.63,12.74,232.38,1,0.5210972226054097
6353-UQFRV,North California,Bronze,At Risk,Month-to-month,6,49.7,11.13,71.05,1,0.689631472937367
9949-SKNDQ,North California,Silver,Loyal,Month-to-month,71,86.5,26.16,238.58,1,0.4630255001594934
2241-GNMJQ,Central California,Platinum,Need Attention,One year,53,81.02,25.99,578.85,0,0.0821725505610861
9217-XNOLX,Central California,Silver,Loyal,Month-to-month,56,76.25,22.04,227.98,1,0.310211298543605
8760-BUASI,North California,Silver,Need Attention,Month-to-month,48,91.24,35.7,325.58,0,0.437623819040021
5745-UGDOV,North California,Silver,Loyal,Month-to-month,70,80.91,31.33,290.24,1,0.4063134102346198
2041-KNFWP,North California,Silver,Need Attention,Month-to-month,48,81.12,27.21,255.99,1,0.551454304903722
5634-DBEAN,South California,Bronze,At Risk,Month-to-month,27,25.21,-2.61,0.0,0,0.3603340838406245
8743-TFFNU,South California,Silver,Need Attention,Month-to-month,56,68.44,17.14,152.61,1,0.4150406385086827
7990-NGMTW,South California,Gold,At Risk,One year,2,56.18,10.44,225.0,0,0.2773764215986247
1677-UTFBI,Central California,Standard,At Risk,Month-to-month,51,21.65,-7.96,0.0,0,0.1943711747062762
3493-CGFXC,Central California,Silver,Need Attention,Month-to-month,51,67.63,22.44,230.5,1,0.2890757491650507
5809-IVMPK,South California,Platinum,Loyal,Two year,56,90.14,16.39,572.34,0,0.0366091867862608
8261-ROKLG,Central California,Gold,At Risk,Month-to-month,4,86.36,28.25,162.04,1,0.9010935054462624
6921-HHMXL,Central California,Gold,At Risk,Month-to-month,5,73.94,28.62,137.38,1,0.8925369326894772
9172-NBPXW,North California,Silver,Loyal,Month-to-month,69,95.2,23.11,184.14,0,0.4568157574390528
2636-GRLVN,Central California,Gold,At Risk,Month-to-month,14,66.84,31.07,276.65,0,0.4685689062413279
3170-ICHTF,North California,Standard,At Risk,One year,47,18.8,-9.42,0.0,0,0.0346792183441524
4981-EMZTT,North California,Gold,At Risk,Two year,11,73.84,4.48,148.7,0,0.1624802182099361
3283-HCXYI,South California,Bronze,At Risk,Month-to-month,6,21.22,-3.09,0.0,1,0.4618832205121957
7296-FQCIK,South California,Silver,Loyal,Two year,69,79.87,-8.4,0.0,0,0.026428127592811
9960-MFBEG,North California,Gold,At Risk,Two year,1,54.62,11.2,352.4,0,0.1791002294346402
3864-DTKGN,North California,Gold,At Risk,Two year,3,69.56,7.62,247.99,0,0.0639500105174808
3814-RNYQJ,North California,Gold,At Risk,Month-to-month,3,83.65,34.92,222.93,0,0.8171798761710153
2342-CRAJA,South California,Standard,Loyal,Month-to-month,69,50.55,0.74,8.45,0,0.0918633918878625
4115-WCZZW,North California,Bronze,At Risk,Two year,1,23.92,-4.69,0.0,0,0.0598152387226583
7237-ECXJL,North California,Bronze,At Risk,Month-to-month,12,20.26,-9.72,0.0,0,0.6130461744658712
1720-BOKSV,North California,Platinum,Need Attention,Two year,56,60.63,14.29,499.01,0,0.0204078006274217
1508-ZXOJE,South California,Bronze,At Risk,Month-to-month,2,23.02,-6.21,0.0,1,0.5703634554111745
3112-SDZDT,Central California,Platinum,At Risk,One year,15,88.74,31.54,629.79,0,0.3139551076018898
8647-HMOUB,South California,Silver,Loyal,Month-to-month,65,63.4,13.13,144.32,0,0.1075606676190359
3043-DIRKM,South California,Gold,At Risk,Month-to-month,6,84.05,39.68,219.03,1,0.8024950776081861
5090-ACFBV,North California,Standard,Need Attention,One year,61,40.72,7.51,166.18,0,0.0312586561368001
9962-MRBBP,South California,Silver,Need Attention,Month-to-month,41,65.62,7.37,77.3,0,0.2014695809323016
7952-YJKUD,Central California,Silver,Loyal,One year,68,49.0,11.51,261.32,0,0.0329203768609151
9547-HAUZM,Central California,Platinum,Loyal,Two year,63,85.5,28.6,998.71,0,0.0429119165946136
2491-DHNQS,North California,Standard,Need Attention,Two year,69,18.74,-8.52,0.0,0,0.0112568512187798
7442-GEYDN,South California,Gold,Need Attention,Month-to-month,29,60.4,9.53,91.72,0,0.3486897690301362
3578-TICIC,South California,Bronze,At Risk,Month-to-month,5,18.99,-3.93,0.0,1,0.5853968852317554
2541-MZFUN,Central California,Silver,Need Attention,Month-to-month,60,68.87,24.6,226.12,0,0.2689927157863399
9819-NCKBF,North California,Standard,Need Attention,Month-to-month,52,50.73,3.4,33.21,0,0.2148090276220805
5823-XPJQG,South California,Standard,Need Attention,Month-to-month,58,20.9,-0.32,0.0,0,0.1606621982338006
1839-TVPML,South California,Platinum,Loyal,One year,68,96.21,21.1,491.21,0,0.0244124709233483
4312-ZNWBJ,Central California,Standard,Need Attention,Month-to-month,58,18.25,0.93,9.75,0,0.1618633821850092
2935-DZBOF,Central California,Bronze,At Risk,One year,2,25.45,2.42,53.2,0,0.2183432841918942
1706-ZHJER,North California,Silver,Loyal,Month-to-month,63,59.01,15.68,178.0,0,0.2178029224538876
9321-IUKOU,North California,Bronze,At Risk,Month-to-month,5,24.38,2.34,15.61,1,0.6879968023023532
9565-PJMWJ,South California,Bronze,At Risk,Month-to-month,24,25.44,0.52,4.52,0,0.4253345111614159
5207-UWLXW,Central California,Gold,At Risk,Month-to-month,14,94.12,34.32,206.74,0,0.7298239687081242
5166-HEDFB,North California,Standard,At Risk,Two year,43,18.75,-0.79,0.0,0,0.0155535527997875
3599-ZFKKN,South California,Standard,Need Attention,Month-to-month,70,24.87,1.2,12.15,0,0.2007752390751081
5559-PCIXZ,North California,Gold,At Risk,One year,10,63.76,24.44,445.79,1,0.2448252643877946
1021-QDNAT,North California,Bronze,At Risk,Month-to-month,11,19.58,-2.2,0.0,0,0.6594776232282741
9877-DKFFU,North California,Platinum,Loyal,One year,67,62.66,23.36,543.82,0,0.0246389376738221
2067-DJIZK,Central California,Silver,Need Attention,Month-to-month,55,68.24,27.6,211.97,0,0.5896224030187014
5937-CJFJH,Central California,Silver,Loyal,Month-to-month,69,90.34,28.15,193.9,1,0.561004674300564
2055-ONNLN,North California,Silver,Loyal,Month-to-month,65,86.42,26.63,285.05,0,0.2436760032682348
7558-GERDJ,Central California,Gold,At Risk,Month-to-month,11,89.13,29.88,162.79,1,0.8632526383650135
6232-PTMMB,Central California,Silver,Need Attention,Month-to-month,58,60.31,23.34,239.75,0,0.2852873095669084
8109-GVQXW,Central California,Silver,Loyal,Month-to-month,54,81.26,31.48,300.7,1,0.3406793462122506
4403-KXWSY,Central California,Silver,Loyal,Month-to-month,67,54.9,19.6,199.92,0,0.2917318619631526
6623-AOJAO,South California,Gold,At Risk,Two year,9,71.68,4.21,140.65,0,0.1427328027212505
6042-TUIZL,South California,Gold,At Risk,Month-to-month,3,64.45,21.51,180.68,0,0.4918926710108678
4897-EZKEW,North California,Silver,Loyal,Two year,66,81.89,12.56,438.6,0,0.0401611200293483
9622-FPXRL,South California,Standard,At Risk,Month-to-month,41,21.48,-2.86,0.0,1,0.3571946654973745
6162-CZNBI,Central California,Standard,Need Attention,Month-to-month,66,20.83,-3.01,0.0,0,0.0902467615573248
4693-ZWHEB,North California,Silver,Loyal,Month-to-month,70,81.68,21.55,156.19,0,0.4900851213035916
6125-LNHUN,Central California,Gold,At Risk,Two year,13,81.83,17.16,547.34,0,0.1429316398662802
9263-GGPSH,South California,Bronze,At Risk,Month-to-month,9,46.76,6.75,54.27,1,0.6254937381300928
5928-NRQFC,South California,Silver,Need Attention,One year,41,82.35,15.33,325.98,0,0.1449532066259159
3453-DONAV,Central California,Gold,At Risk,Month-to-month,1,78.92,23.9,202.48,1,0.6760473386011864
7447-MEEYG,North California,Bronze,At Risk,Month-to-month,10,55.18,8.25,53.26,1,0.7438746888012563
8744-RQVXH,North California,Gold,Need Attention,Month-to-month,41,50.11,23.18,218.08,0,0.5015042451931677
9884-DUKQV,North California,Gold,At Risk,Month-to-month,8,73.74,23.81,153.72,1,0.8525901148904955
5043-CVDSL,South California,Silver,Loyal,Month-to-month,62,82.61,25.27,228.64,1,0.290012357862604
5253-GNEFM,Central California,Silver,Loyal,Month-to-month,63,69.86,12.29,141.29,0,0.1007077572245378
8096-NWHAI,Central California,Gold,At Risk,Month-to-month,11,46.98,15.08,126.67,1,0.5298049005710262
2006-NZMEP,South California,Silver,Loyal,One year,66,79.79,11.51,259.67,0,0.0918696615562714
7628-WMLNF,South California,Silver,Need Attention,Two year,37,75.76,8.61,280.2,0,0.0783268589270002
1975-UDRPM,South California,Bronze,At Risk,One year,12,24.99,-12.05,0.0,0,0.183957216233459
4398-ZUEZD,North California,Gold,At Risk,Two year,19,58.24,15.52,535.25,0,0.0901273394664038
8310-LKNMD,Central California,Gold,At Risk,One year,10,78.52,21.72,383.66,1,0.4151700839001397
2410-TSKLJ,South California,Silver,Need Attention,Month-to-month,53,79.01,20.77,184.94,1,0.4664659502577885
8715-BQIEE,South California,Silver,Need Attention,Two year,45,50.55,7.75,270.63,0,0.0237097203914665
4698-DRIWD,North California,Bronze,At Risk,Two year,3,18.25,-6.74,0.0,0,0.0420780901422324
4156-JRHEK,Central California,Platinum,Need Attention,Two year,52,61.12,27.86,972.87,0,0.0482326313840397
9141-VOZTT,South California,Silver,Need Attention,Month-to-month,54,70.88,24.99,222.51,0,0.4199183321813143
4571-MYYSC,North California,Silver,Need Attention,Month-to-month,59,59.54,9.59,88.15,1,0.3378070611269898
2382-LOQHU,Central California,Silver,Need Attention,One year,60,62.39,9.6,217.96,0,0.025514491818001
8499-FUDMW,North California,Gold,At Risk,Two year,7,54.97,5.73,185.24,0,0.166197251809101
3717-RWMWQ,South California,Silver,Need Attention,Month-to-month,47,69.46,26.96,220.64,0,0.3923725066182041
5546-DSIHX,North California,Silver,Need Attention,Month-to-month,41,76.25,19.18,173.54,1,0.4445512217507609
4139-JYHTN,North California,Gold,At Risk,Month-to-month,8,71.29,24.91,198.48,1,0.5543835480509953
1649-PLSKG,North California,Silver,Loyal,Month-to-month,69,59.01,22.89,264.79,0,0.1345743191553922
3078-NZLDV,North California,Gold,At Risk,Month-to-month,3,80.92,33.08,232.62,1,0.9051621699407456
3828-LWCDF,Central California,Gold,At Risk,Month-to-month,9,76.87,27.57,179.98,1,0.7093852753770894
4384-WQUIK,North California,Silver,Need Attention,Month-to-month,48,54.68,9.9,90.29,1,0.4875749844974614
4678-COIYR,Central California,Gold,Need Attention,Month-to-month,33,53.24,16.3,139.27,0,0.328809705462962
8837-FCLOO,Central California,Standard,Need Attention,Month-to-month,56,18.25,-10.13,0.0,1,0.2924815497099802
6879-VIHGJ,Central California,Standard,Need Attention,Two year,59,65.36,-5.16,0.0,0,0.0082470244238489
6379-UKKXI,South California,Gold,At Risk,Month-to-month,5,90.57,18.5,119.44,1,0.7941006696416059
2471-IBJXV,Central California,Gold,At Risk,Two year,3,84.29,17.82,483.71,1,0.3211553600814331
9064-HKWTE,Central California,Bronze,At Risk,Two year,6,19.34,-0.82,0.0,0,0.0519758717315065
8610-CGNRU,South California,Platinum,Need Attention,Two year,58,58.05,15.73,549.29,0,0.0100126519730683
7633-HJSYW,North California,Gold,At Risk,Two year,5,75.58,4.58,142.13,0,0.2910697898666626
9703-RMTBY,South California,Silver,Loyal,One year,61,78.07,17.63,387.58,0,0.102136172431832
9269-NNNDF,South California,Standard,At Risk,Month-to-month,50,18.35,2.36,21.86,0,0.3201946080491091
7588-ARHDP,North California,Silver,Need Attention,Month-to-month,57,56.8,15.7,160.14,1,0.2465746406096429
3473-LWSZK,North California,Gold,At Risk,Two year,8,71.6,20.08,614.45,0,0.2925356192389101
4646-RDWJM,Central California,Standard,Need Attention,Month-to-month,57,19.97,0.32,3.1,0,0.2309750357648026
5568-BHDPS,North California,Gold,Need Attention,Month-to-month,28,81.24,34.92,263.16,0,0.7577979630826043
1071-AVIVR,Central California,Gold,At Risk,Two year,11,57.76,8.9,272.34,0,0.0938273879699589
8050-JHSQO,South California,Gold,At Risk,Month-to-month,13,59.23,20.89,157.43,1,0.5902288142344145
4286-PKXSK,Central California,Gold,At Risk,Month-to-month,10,77.35,36.5,227.76,1,0.8529101228637557
8591-BVKGV,North California,Gold,At Risk,Two year,3,67.0,25.61,717.28,0,0.1669438997568579
6921-BGLQU,North California,Silver,Need Attention,Month-to-month,53,74.37,26.3,211.45,1,0.5643627505154374
4304-VUJYY,South California,Gold,At Risk,One year,5,80.23,23.87,390.7,1,0.6603127295962623
3609-OWOTU,North California,Standard,Need Attention,Two year,59,24.31,-0.31,0.0,0,0.0104769826964384
6093-JNVIV,Central California,Platinum,Loyal,One year,61,83.03,33.13,771.27,0,0.0371989258254333
2829-MCWSD,South California,Gold,At Risk,Month-to-month,4,65.82,10.31,62.85,1,0.83037426940698
3001-NMCXL,North California,Standard,Need Attention,Month-to-month,68,19.06,3.99,43.57,0,0.2370704801942164
7039-TEITU,Central California,Silver,Loyal,Month-to-month,70,85.77,35.55,260.23,0,0.5794960514641851
2933-IUICM,Central California,Gold,At Risk,One year,8,76.77,15.82,284.0,1,0.4837883874095484
2275-PYCHO,North California,Gold,At Risk,One year,12,87.9,26.81,523.76,0,0.2553706765848699
2355-NFQJY,Central California,Standard,At Risk,Month-to-month,45,18.99,-9.84,0.0,0,0.1771476397790689
8537-ZDYAF,Central California,Standard,Need Attention,One year,39,58.35,5.2,121.06,0,0.0917955939243051
8784-WHVBI,North California,Standard,Need Attention,Month-to-month,66,25.01,-4.68,0.0,0,0.2118996149875759
1249-NXPNF,South California,Silver,Need Attention,Two year,52,62.79,9.94,347.1,0,0.0096513624140353
6493-IQDNM,Central California,Gold,At Risk,Month-to-month,20,77.6,40.75,289.49,1,0.751270181102762
7922-XXIQQ,North California,Silver,Need Attention,Month-to-month,61,55.87,20.07,210.49,0,0.1645281161146522
8594-UAUMY,South California,Bronze,At Risk,Two year,3,25.2,-6.36,0.0,0,0.0667685795447578
6435-KFYEC,South California,Standard,At Risk,Month-to-month,45,19.52,1.59,16.22,0,0.2555001294682696
2226-OHPVH,North California,Silver,Need Attention,Month-to-month,53,69.45,30.16,277.23,1,0.5285803374035372
1248-JPSBW,North California,Gold,At Risk,Two year,13,87.32,20.96,673.07,0,0.188377799696792
6338-MGYEL,Central California,Gold,At Risk,Month-to-month,7,77.33,24.46,149.11,1,0.8003925609537124
5192-OGYJS,Central California,Gold,At Risk,Month-to-month,22,73.95,31.97,224.81,1,0.7998106666381892
6696-FYLQQ,South California,Gold,Need Attention,Two year,32,69.04,7.52,231.74,1,0.1678737141835887
5563-QOTMV,Central California,Gold,At Risk,Two year,6,82.14,11.13,369.43,0,0.0923777750702861
6064-ZOPMK,Central California,Silver,Need Attention,Month-to-month,40,79.07,25.4,251.76,0,0.3521720824345767
8094-QKUCB,North California,Gold,At Risk,Month-to-month,17,61.1,25.52,161.08,1,0.7590965039799136
6786-LURUG,Central California,Silver,Need Attention,Month-to-month,47,63.05,19.39,182.42,0,0.3012089728697309
3268-GQRZF,South California,Silver,Need Attention,Two year,47,63.67,7.38,238.58,0,0.1032590010005592
1940-YNJHW,Central California,Gold,At Risk,One year,4,58.86,16.52,358.42,0,0.111098224650335
8120-EIWTV,Central California,Silver,Need Attention,Month-to-month,57,69.48,28.03,203.16,1,0.7137019460084179
2443-PBLCG,North California,Gold,At Risk,Month-to-month,11,60.76,13.81,102.08,0,0.6455279067991371
3342-EWJDZ,South California,Standard,Need Attention,Two year,66,20.63,-6.33,0.0,0,0.0128801845521134
1300-DWLJH,North California,Standard,Need Attention,One year,67,18.25,-9.03,0.0,0,0.0216443598097619
6298-JCZXE,North California,Standard,Loyal,Two year,70,54.91,0.27,8.61,0,0.0090995686903528
5539-LCKQC,North California,Gold,At Risk,Month-to-month,4,70.31,20.45,121.72,1,0.8440979639353532
4289-GJQKT,South California,Platinum,Loyal,Month-to-month,66,85.87,34.42,380.82,0,0.2568510084668037
5572-RQVDZ,Central California,Silver,Loyal,Month-to-month,57,88.55,35.26,336.8,0,0.4095176099728221
7788-FAASK,South California,Silver,Need Attention,Month-to-month,37,75.06,22.96,168.07,1,0.6001201156866804
2649-ILBOA,Central California,Bronze,At Risk,Month-to-month,12,18.25,-10.32,0.0,1,0.4942606158378635
6825-BUGNK,Central California,Gold,At Risk,Month-to-month,7,68.03,18.92,108.53,1,0.6936193149015738
8920-UYSZF,Central California,Silver,Loyal,Month-to-month,67,54.91,21.94,253.8,0,0.1284326046664989
3875-VAESK,North California,Bronze,At Risk,Month-to-month,3,26.77,-0.08,0.0,1,0.7521461572248161
3266-HTMAN,Central California,Silver,Need Attention,Month-to-month,53,75.59,32.08,311.05,1,0.3703317611573402
7993-EBQWB,South California,Standard,At Risk,Month-to-month,51,18.25,-6.95,0.0,0,0.3463310580243072
6861-UEGNP,South California,Gold,At Risk,Two year,9,55.84,7.3,237.57,0,0.1529642575066334
5546-EWKNN,Central California,Silver,Loyal,Month-to-month,68,74.82,25.71,215.96,1,0.4915837550044393
5953-HIDSI,South California,Silver,Need Attention,Two year,50,68.71,-2.74,0.0,0,0.0475179791809625
1452-BZLPN,South California,Silver,Loyal,Month-to-month,69,72.85,34.6,392.78,0,0.0846766881431336
8610-XUZFL,Central California,Gold,At Risk,Month-to-month,8,55.03,16.29,119.24,1,0.7677334137613877
3601-VHUFS,Central California,Standard,Need Attention,Month-to-month,54,18.25,2.3,26.77,0,0.199036359024899
1143-UVONL,North California,Gold,At Risk,Month-to-month,15,62.38,15.64,151.65,0,0.4457008332635788
6320-OMNDM,North California,Gold,At Risk,One year,5,58.53,11.65,229.27,0,0.4181569519526399
4924-XHZXU,South California,Standard,Need Attention,Month-to-month,66,22.33,-8.93,0.0,1,0.1765592301494509
7310-IEUSV,North California,Bronze,At Risk,Month-to-month,6,20.11,-2.13,0.0,1,0.6675761009368507
5934-XCCBI,Central California,Standard,At Risk,Month-to-month,44,22.53,5.4,58.58,0,0.3013392803103351
2326-BVEVQ,South California,Silver,Loyal,Two year,61,88.22,12.46,435.1,0,0.0172834567422312
6473-DADIY,North California,Silver,Loyal,Month-to-month,62,73.95,25.83,202.09,1,0.5288948699442615
4607-GHIPU,South California,Bronze,At Risk,Two year,2,53.55,-9.26,0.0,0,0.0759245230056527
1559-UAIPC,Central California,Gold,At Risk,One year,6,65.53,35.37,731.73,0,0.2834382160026201
3380-QRCUK,North California,Standard,Need Attention,Month-to-month,38,45.97,9.71,85.76,1,0.3721056846703073
6498-FZTQE,North California,Standard,Need Attention,Two year,62,23.33,-3.67,0.0,0,0.0080932109713036
7953-JQQUV,South California,Silver,Loyal,Month-to-month,60,75.89,31.4,302.19,0,0.378309734455659
4515-CLKIM,South California,Gold,At Risk,Month-to-month,10,92.08,36.61,260.08,1,0.7642714214084365
6187-QJQZQ,South California,Gold,At Risk,Month-to-month,20,75.04,26.3,256.9,0,0.2003745532271015
6426-HIBNB,South California,Gold,At Risk,Month-to-month,7,51.41,12.5,109.5,0,0.451909479135256
8024-YUEQL,North California,Gold,At Risk,Two year,13,88.39,11.63,345.83,0,0.2644175386323525
1020-SWMXB,South California,Gold,At Risk,Month-to-month,16,87.26,27.96,222.79,0,0.69980889100558
8843-RRNAL,North California,Standard,Need Attention,Two year,62,24.78,-1.14,0.0,0,0.0162440212520448
9556-MBMDK,North California,Bronze,At Risk,One year,8,23.08,-4.49,0.0,1,0.1834557933054075
6650-BMNTB,South California,Gold,At Risk,Month-to-month,15,81.93,32.48,193.32,1,0.8939187822136927
6697-QADQW,Central California,Standard,Need Attention,Month-to-month,50,27.2,2.96,29.77,0,0.310784021591009
8723-TWPEN,Central California,Silver,Loyal,Month-to-month,65,80.88,15.58,164.52,1,0.1590187334939748
4125-GDATE,South California,Gold,At Risk,One year,8,66.79,27.93,609.99,0,0.1363692285137353
6647-HMKHM,North California,Silver,Loyal,Two year,65,60.65,8.92,311.49,0,0.0103138404537585
8083-NUXMU,Central California,Gold,At Risk,Month-to-month,12,88.06,32.8,157.44,1,0.9105091317451288
2119-OMAXT,South California,Gold,At Risk,Month-to-month,5,66.48,8.82,65.83,0,0.7018461654436756
6256-STUHK,Central California,Gold,At Risk,Month-to-month,11,78.73,12.9,70.28,1,0.9231372025802572
4088-XDXIU,Central California,Platinum,Need Attention,One year,42,69.7,21.29,483.37,0,0.1671013656479412
2526-VOZKZ,Central California,Platinum,Loyal,One year,65,67.29,27.19,632.98,0,0.012279382006488
8520-AJKFW,South California,Standard,Need Attention,Two year,62,27.15,-6.25,0.0,0,0.0123328625312874
1758-GGKSA,North California,Silver,Need Attention,Month-to-month,44,51.99,18.04,189.2,0,0.3286151647621496
6635-KQBWP,South California,Gold,At Risk,Month-to-month,8,72.19,12.11,116.55,0,0.4375721536888908
3275-UMKEM,South California,Gold,At Risk,One year,2,47.8,8.58,186.15,0,0.1805216540978437
2968-TJDSV,South California,Standard,Need Attention,Month-to-month,39,49.54,5.07,53.9,0,0.1317713816251453
8502-MHFKC,Central California,Silver,Need Attention,Month-to-month,52,81.63,33.1,297.11,0,0.557980211410541
8988-GUKRX,Central California,Bronze,At Risk,Two year,16,19.69,-2.24,0.0,0,0.0923040705934077
4663-ZIGSD,Central California,Gold,At Risk,One year,4,85.4,37.59,631.51,1,0.6180792789919212
1839-JOMBO,North California,Gold,At Risk,Month-to-month,15,91.34,29.9,180.12,0,0.7070872341691112
6609-HOJBT,South California,Bronze,At Risk,Month-to-month,14,23.28,-12.2,0.0,1,0.422874419167333
4778-ZFAUW,Central California,Silver,Need Attention,Two year,54,70.44,7.12,248.63,0,0.0541258670025838
9218-ZIRAK,South California,Gold,Need Attention,Month-to-month,26,81.03,32.3,229.46,1,0.6408170795842841
9077-QVYUR,North California,Standard,Need Attention,Two year,68,23.97,-9.1,0.0,0,0.0088812744313313
4207-NCPZD,South California,Standard,Need Attention,Month-to-month,64,20.03,-12.51,0.0,0,0.1020140540567231
5440-XJPUU,Central California,Silver,Loyal,Month-to-month,69,54.56,12.28,124.37,0,0.1498637787993627
7035-BBTYG,South California,Silver,Loyal,Month-to-month,63,92.11,32.11,285.91,1,0.4764032382947247
6004-BEMAP,North California,Silver,Loyal,Month-to-month,63,73.61,28.89,280.12,0,0.3808514238487291
5969-CPLCF,Central California,Silver,Need Attention,Month-to-month,59,67.48,24.36,190.59,1,0.4855053188423341
5903-VLQLW,Central California,Gold,At Risk,Month-to-month,22,59.6,22.19,208.76,0,0.3347126268122083
9776-KHOWP,Central California,Bronze,At Risk,One year,31,19.7,-5.19,0.0,0,0.0582456128289975
4100-UEHDX,North California,Silver,Loyal,Two year,57,85.21,10.24,357.58,0,0.0977876202309681
9464-YAXFY,Central California,Gold,At Risk,Two year,13,78.49,6.82,230.79,1,0.2088920092718484
4063-HRUJV,North California,Silver,Need Attention,Month-to-month,54,49.99,17.25,179.68,0,0.1961901519510449
1183-XNNWB,Central California,Gold,At Risk,One year,9,66.35,25.22,521.75,0,0.197583733923944
8978-FZSIB,North California,Gold,At Risk,One year,17,78.0,23.66,421.34,0,0.4158096480722046
2102-DBQWU,Central California,Silver,Need Attention,One year,46,76.06,11.02,251.78,0,0.0672706001971303
7733-ZQCMT,Central California,Gold,Need Attention,Two year,24,63.85,5.96,188.81,1,0.1511472077197221
5115-HMUJJ,North California,Gold,At Risk,Month-to-month,7,76.5,25.29,196.05,1,0.8421266717750396
5271-KFHDT,South California,Platinum,Loyal,Month-to-month,62,87.87,34.24,376.37,1,0.2750672889414648
2901-ZZRZW,South California,Gold,At Risk,Month-to-month,9,75.0,21.7,149.47,1,0.6899935681602561
7762-JVICO,North California,Standard,Need Attention,Two year,57,26.01,-4.77,0.0,0,0.0082471810466407
2107-CCXBK,North California,Gold,At Risk,Month-to-month,5,82.39,33.46,232.88,1,0.8047768481468193
7725-UBXYZ,South California,Silver,Need Attention,Month-to-month,49,64.4,20.69,240.83,0,0.127881903678462
6885-NEDVW,North California,Platinum,Loyal,Two year,62,84.49,21.51,741.84,0,0.0156847514343636
8412-QOFCF,South California,Gold,At Risk,One year,16,75.16,4.78,109.9,0,0.2241287985186018
4606-HOUTV,Central California,Standard,Loyal,Two year,67,44.39,1.91,66.7,1,0.0072617536998734
3686-YWJGX,Central California,Standard,Need Attention,Month-to-month,53,53.4,6.05,64.76,0,0.2527712323317118
